URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CACHE_CONTROL,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPROV,WHOIS_REGDATE,UPDATE_DATE,WHITIN_DOMAIN,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,UDP_PACKETS,TCP_URG_PACKETS,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,TIPO
B0_71,48,9,utf-8,Apache,private; s-maxage=0; max-age=0; must-revalidate,46579,CA,ON,9/12/2003 0:00,22/10/2016 0:00,wikia.com,113,0,3,7746,0,0,117,134,229040,8062,117,4,Benigna
B0_800,48,10,utf-8,nginx/1.10.2,None,NA,HK,Central,24/05/2015 0:00,22/04/2016 0:00,ani4free.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_836,48,8,us-ascii,Microsoft-HTTPAPI/2.0,None,324,IN,Maharashtra,5/08/1999 0:00,10/02/2017 0:00,birlasunlife.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_874,48,11,ISO-8859-1,cloudflare-nginx,None,NA,US,MA,21/08/1998 0:00,3/10/2016 0:00,hockeydb.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
M0_149,49,12,ISO-8859-1,PWS/8.2.0.7,max-age=300,528,KR,None,28/08/2003 0:00,10/05/2016 0:00,gameangel.com,17,1,6,1661,0,0,23,19,2944,2123,23,6,Maligna
M0_164,49,12,ISO-8859-1,nginx/1.2.1,None,2211,UA,widestep@mail.ru,9/03/2004 0:00,4/01/2016 0:00,widestep.com,12,8,1,2037,0,0,16,16,6187,2355,16,4,Maligna
M0_55,49,13,utf-8,nxfps,no-store; no-cache,NA,KR,None,3/01/2002 0:00,12/01/2015 0:00,uriyuri.com,18,0,3,1643,0,0,22,25,14342,1935,22,4,Maligna
M0_81,49,12,UTF-8,nginx/1.12.0,None,4877,US,VERMONT,22/03/2009 0:00,22/03/2017 0:00,wildsap.com,8,0,2,811,0,0,10,11,6062,961,10,2,Maligna
M0_98,49,13,UTF-8,Apache,no-cache; must-revalidate; max-age=0,NA,CZ,PRAHA,7/10/2006 0:00,7/03/2017 0:00,pride-u-bike.com,50,0,2,3571,0,0,52,55,66449,3723,52,2,Maligna
B0_1066,49,7,us-ascii,cloudflare-nginx,None,NA,US,Arizona,10/06/2005 0:00,4/06/2015 0:00,veromi.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1090,49,9,ISO-8859-1,Apache,None,959,US,New York,3/07/2000 17:33,4/07/2016 14:14,pilsudski.org,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1123,49,9,us-ascii,Microsoft-HTTPAPI/2.0,None,324,US,MI,2/02/1996 0:00,7/04/2016 0:00,plasticsnews.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1217,49,10,UTF-8,Apache,private; must-revalidate; max-age=0,19361,CH,ZH,19/02/1997 0:00,15/12/2015 0:00,astro.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1243,49,11,ISO-8859-1,None,None,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,linkedin.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_137,49,9,iso-8859-1,Apache/2.2.29 (Unix) mod_ssl/2.2.29 OpenSSL/1.0.1e-fips mod_bwlimited/1.4,None,475,None,None,23/08/2010 0:00,17/04/2015 0:00,laundry-detergent-coupons.com,14,0,1,1205,0,0,16,18,16593,1383,16,2,Benigna
B0_1416,49,9,ISO-8859-1,None,no-cache,783,US,California,28/11/1999 0:00,9/09/2013 0:00,pipl.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_16,49,10,ISO-8859-1,LiteSpeed,private; no-cache; no-store; must-revalidate; max-age=0,1148,US,IL,23/09/2009 0:00,8/09/2016 0:00,sikmixxradio.com,9,0,2,851,0,0,11,9,2135,1003,11,2,Benigna
B0_2009,49,11,UTF-8,Apache,private,NA,None,None,None,None,nih.gov,25,6,11,1662,0,0,25,12,799,1662,25,0,Benigna
B0_2029,49,9,UTF-8,nginx,no-cache; must-revalidate; max-age=0,NA,US,CA,7/10/2005 16:25,10/09/2016 6:58,calhospitalcompare.org,12,3,4,864,0,0,12,6,372,864,12,0,Benigna
B0_2043,49,10,ISO-8859-1,Apache,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,NA,AU,Queensland,22/03/2006 0:00,22/03/2017 0:00,famouswhy.com,15,6,8,1122,0,0,15,11,702,1122,15,0,Benigna
B0_2054,49,12,iso-8859-1,Apache/2.2.16 (Unix) mod_ssl/2.2.16 OpenSSL/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4,None,506,None,None,None,None,moria.co.nz,22,19,7,1476,0,0,22,18,1344,1476,22,0,Benigna
B0_2078,49,9,UTF-8,Apache-Coyote/1.1,max-age=900; public,NA,US,ca,14/05/1999 0:00,28/06/2016 0:00,rottentomatoes.com,18,15,2,2736,0,0,18,13,4846,2736,18,0,Benigna
B0_2107,49,9,utf-8,Apache,no-cache; no-store; private,5005,US,CA,20/09/1995 0:00,21/03/2017 0:00,jigsaw.com,3,3,1,366,0,0,3,5,306,366,3,0,Benigna
B0_2110,49,10,UTF-8,nginx/1.6.2,None,NA,CN,hunansheng,30/08/2004 0:00,8/03/2017 0:00,wikilib.com,9,5,6,738,0,0,9,15,1064,738,9,0,Benigna
B0_2113,49,7,ISO-8859-1,Apache,None,2367,US,Pennsylvania,30/01/2003 0:00,31/01/2016 0:00,familytreetracer.com,6,3,3,552,0,0,6,7,436,552,6,0,Benigna
B0_2262,49,9,utf-8,ATS,private,NA,US,CA,22/11/2003 0:00,1/05/2014 0:00,flickr.com,5,4,2,486,0,0,5,6,480,486,5,0,Benigna
B0_2265,49,9,UTF-8,cloudflare-nginx,None,NA,US,WA,22/11/2000 0:00,28/09/2016 0:00,ideacityonline.com,3,3,1,366,0,0,3,4,244,366,3,0,Benigna
B0_2280,49,9,ISO-8859-1,Play,no-cache; no-store,2119,US,CA,2/11/2002 0:00,2/02/2017 0:00,linkedin.com,2,2,1,276,0,0,2,3,184,276,2,0,Benigna
B0_2317,49,9,ISO-8859-1,Apache,None,128,US,MA,6/11/2001 1:42,11/03/2017 15:28,acadian-home.org,5,4,3,474,0,0,5,8,490,474,5,0,Benigna
B0_333,49,11,UTF-8,mw2185.codfw.wmnet,private; s-maxage=0; max-age=0; must-revalidate,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,wikipedia.org,31,24,8,4739,0,0,37,37,18554,5195,37,6,Benigna
B0_341,49,9,ISO-8859-1,nginx,None,162,US,TX,11/11/1999 0:00,16/04/2016 0:00,dwi.com,19,6,9,1720,0,0,25,27,2880,2138,25,6,Benigna
B0_365,49,10,utf-8,Apache,private; must-revalidate; s-maxage=0; max-age=0,66441,US,MO,20/05/1996 0:00,24/10/2016 0:00,answers.com,14,1,3,1567,0,0,18,20,6818,1859,18,4,Benigna
B0_524,49,12,utf-8,ATS,None,640,US,CA,18/01/1995 0:00,26/08/2015 0:00,yahoo.com,32,16,6,4464,0,0,40,39,39561,5064,40,8,Benigna
B0_609,49,9,utf-8,Apache,private; s-maxage=0; max-age=0; must-revalidate,44393,CA,ON,9/12/2003 0:00,22/10/2016 0:00,wikia.com,8,0,5,516,0,0,8,2,124,516,8,0,Benigna
B0_637,49,10,utf-8,Apache/2.2.15 (Red Hat),public; max-age=21600,6881,US,NY,26/07/1990 0:00,21/07/2016 0:00,interop.com,26,0,7,2270,0,0,30,24,10000,2562,30,4,Benigna
B0_648,49,10,UTF-8,Server,no-cache,NA,US,NV,1/11/1994 0:00,30/04/2014 0:00,amazon.com,51,46,3,5413,0,0,57,61,64860,5841,57,6,Benigna
B0_663,49,10,ISO-8859-1,nginx,private; no-cache; no-store; must-revalidate,1505,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,manta.com,43,11,15,5371,0,0,49,46,16215,5845,49,6,Benigna
B0_729,49,11,ISO-8859-1,Apache,None,1368,None,None,None,None,ithaca.edu,0,0,0,0,0,0,0,2,124,0,0,0,Benigna
B0_838,49,10,ISO-8859-1,Apache,None,NA,AU,Queensland,22/03/2006 0:00,22/03/2017 0:00,famouswhy.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_896,49,10,UTF-8,nginx,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,NA,US,FL,26/07/2003 0:00,22/04/2016 0:00,vitals.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_923,49,9,ISO-8859-1,None,private; no-cache; no-store; must-revalidate,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,facebook.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_95,49,10,iso-8859-1,Apache,None,236,US,UT,16/05/1995 0:00,21/10/2016 0:00,ancestry.com,21,7,2,2681,0,0,27,26,21979,3159,27,6,Benigna
B0_974,49,9,UTF-8,Apache/2.2.15 (CentOS),None,101,AU,NSW,19/08/2004 0:00,5/07/2016 0:00,factbites.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
M0_105,50,13,UTF-8,Apache,no-cache; must-revalidate; max-age=0,NA,CZ,PRAHA,7/10/2006 0:00,7/03/2017 0:00,pride-u-bike.com,47,0,1,3386,0,0,51,53,66317,3696,51,4,Maligna
M0_147,50,11,UTF-8,nginx,no-cache,640,None,None,None,None,fkhfgfg.tk,20,1,4,2330,0,0,28,24,3609,2912,28,8,Maligna
M0_88,50,11,ISO-8859-1,nginx/1.12.0,None,1108,UA,NONE,26/04/2004 0:00,27/04/2017 0:00,doctor-alex.com,7,0,2,746,0,0,9,11,2189,904,9,2,Maligna
B0_1026,50,12,ISO-8859-1,None,None,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,linkedin.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1088,50,9,utf-8,Apache,private; s-maxage=0; max-age=0; must-revalidate,43996,CA,ON,9/12/2003 0:00,22/10/2016 0:00,wikia.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1370,50,10,ISO-8859-1,Apache,None,13076,US,IL,9/03/2006 0:00,23/02/2017 0:00,filmreference.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1423,50,10,UTF-8,Apache,None,6953,CA,Ontario,23/07/2011 0:00,7/12/2015 0:00,guelphsymphony.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_199,50,10,utf-8,ATS,private,NA,US,CA,22/11/2003 0:00,1/05/2014 0:00,flickr.com,64,49,12,7487,0,0,74,84,75625,8219,74,10,Benigna
B0_2132,50,9,utf-8,Server,max-age=0; private; must-revalidate,NA,US,CA,9/12/2002 0:00,2/05/2014 0:00,goodreads.com,5,3,3,498,0,0,5,6,372,498,5,0,Benigna
B0_2180,50,9,ISO-8859-1,Microsoft-IIS/7.5,private,3071,US,FL,2/04/1999 0:00,6/05/2016 0:00,cduniverse.com,8,6,4,696,0,0,8,10,636,696,8,0,Benigna
B0_371,50,10,iso-8859-1,nginx,None,243,US,Wisconsin,21/05/2007 21:12,27/03/2014 15:06,ballotpedia.org,13,8,2,2382,0,0,17,20,7775,2682,17,4,Benigna
B0_379,50,10,ISO-8859-1,Apache/2.4.10 (Unix) OpenSSL/1.0.1k,None,NA,None,None,None,None,ns.ca,94,3,8,6904,0,0,98,103,197501,7208,98,4,Benigna
B0_402,50,11,ISO-8859-1,None,None,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,linkedin.com,33,27,5,5203,0,0,41,44,13097,5803,41,8,Benigna
B0_410,50,10,utf-8,nginx,None,NA,US,NY,4/10/1996 0:00,17/01/2017 0:00,nybooks.com,80,3,5,8291,0,0,88,93,135375,8889,88,8,Benigna
B0_419,50,11,us-ascii,Microsoft-HTTPAPI/2.0,None,324,US,CA,1/05/1996 0:00,25/03/2017 0:00,tunein.com,25,1,6,2829,0,0,29,28,23089,3131,29,4,Benigna
B0_429,50,11,ISO-8859-1,Apache,None,2797,None,None,None,None,indettaglio.it,35,0,4,2949,0,0,39,43,43296,3263,39,4,Benigna
B0_443,50,12,ISO-8859-1,Apache/Not telling (Unix) AuthTDS/1.1,private,NA,US,NY,31/01/1995 5:00,4/12/2014 17:41,un.org,17,0,5,1570,0,0,21,21,6049,1842,21,4,Benigna
B0_492,50,11,UTF-8,mw2255.codfw.wmnet,private; s-maxage=0; max-age=0; must-revalidate,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,wikipedia.org,34,25,9,3787,0,0,42,42,33677,4365,42,8,Benigna
B0_521,50,9,ISO-8859-1,None,no-cache,1189,None,None,22/02/2007 0:00,22/02/2016 0:00,fanxchange.com,22,4,12,1960,0,0,28,23,2807,2420,28,6,Benigna
B0_537,50,9,UTF-8,nginx,max-age=0; no-cache; no-store,24971,US,CA,6/12/1994 0:00,3/11/2015 0:00,tvguide.com,7,0,2,995,0,0,11,12,1507,1287,11,4,Benigna
B0_564,50,10,ISO-8859-1,None,None,413,None,None,None,None,noaa.gov,10,0,4,926,0,0,14,13,1788,1266,14,4,Benigna
B0_610,50,9,utf-8,Microsoft-IIS/7.5,private,5316,US,FL,2/01/2003 0:00,1/01/2017 0:00,aveleyman.com,57,4,6,6820,0,0,59,61,79053,6966,59,2,Benigna
B0_682,50,11,UTF-8,Apache,None,435494,None,None,None,None,umass.edu,226,6,6,15162,0,0,228,284,383760,15314,228,2,Benigna
B0_708,50,14,iso-8859-1,None,max-age=30,NA,US,CA,9/01/1998 0:00,4/01/2017 0:00,go.com,20,2,5,1849,0,0,26,22,26589,2279,26,6,Benigna
B0_789,50,9,us-ascii,Microsoft-IIS/7.5,None,324,US,California,26/09/2003 0:00,17/06/2016 0:00,wordiq.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_797,50,11,ISO-8859-1,Microsoft-IIS/7.5,None,1208,US,WA,13/09/2000 0:00,29/08/2016 0:00,absoluteastronomy.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_843,50,9,ISO-8859-1,nginx/1.10.3,None,1149,US,UTAH,6/10/1999 0:00,13/12/2008 0:00,somosprimos.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_861,50,10,UTF-8,nginx,no-cache; no-store,NA,US,CA,11/06/2003 0:00,18/10/2014 0:00,bandcamp.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_898,50,10,UTF-8,Apache/2.2.15 (CentOS),None,1970,US,IL,30/12/1996 0:00,30/10/2016 0:00,goodsol.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_907,50,10,us-ascii,Microsoft-HTTPAPI/2.0,None,324,US,FL,14/09/1995 0:00,12/05/2016 0:00,realtor.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_975,50,9,us-ascii,Microsoft-HTTPAPI/2.0,None,324,US,NJ,27/02/1998 5:00,17/12/2012 21:45,ispor.org,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
M0_100,51,14,UTF-8,Apache,no-cache; must-revalidate; max-age=0,NA,CZ,PRAHA,7/10/2006 0:00,7/03/2017 0:00,pride-u-bike.com,46,0,1,3321,0,0,48,49,66184,3473,48,2,Maligna
M0_119,51,14,ISO-8859-1,cloudflare-nginx,public; max-age=86400,NA,US,WA,11/01/1999 0:00,4/04/2017 0:00,cjb.com,14,4,6,888,0,0,14,6,376,888,14,0,Maligna
B0_1027,51,10,ISO-8859-1,DOSarrest,no-cache,NA,KY,GRAND CAYMAN,4/01/2007 0:00,7/12/2016 0:00,wikivisual.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1160,51,10,us-ascii,Microsoft-IIS/7.5,None,324,None,None,26/09/2003 0:00,17/06/2016 0:00,wordiq.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1186,51,10,UTF-8,Apache/2.2.32,no-cache; no-store; max-age=0; must-revalidate,NA,US,PA,4/11/2004 22:27,21/09/2016 15:14,sourcewatch.org,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1346,51,8,UTF-8,Apache/2.4.6 (CentOS),max-age=0; no-cache; no-store,25866,US,CA,25/01/1995 0:00,5/12/2013 0:00,reference.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1362,51,10,ISO-8859-1,nginx,None,6130,US,Utr,21/01/2007 22:31,23/12/2016 4:58,worldflicks.org,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1391,51,9,ISO-8859-1,None,private; no-cache; no-store; must-revalidate,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,facebook.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_150,51,10,iso-8859-1,Apache/2.2.11 (Unix) PHP/5.2.6,None,231,CN,beijingshi,7/03/2000 0:00,27/03/2017 0:00,tootoo.com,7,1,2,769,0,0,9,10,1298,909,9,2,Benigna
B0_2046,51,9,utf-8,Scratch Web Server,max-age=0; no-cache,10333,None,None,None,None,mit.edu,7,3,2,582,0,0,7,5,306,582,7,0,Benigna
B0_2147,51,10,utf-8,Apache,public; max-age=300,9890,None,None,None,None,web.me.com,9,6,7,762,0,0,9,10,640,762,9,0,Benigna
B0_2186,51,9,ISO-8859-1,None,no-cache,6748,US,California,28/11/1999 0:00,9/09/2013 0:00,pipl.com,17,8,6,1278,0,0,17,10,634,1278,17,0,Benigna
B0_2212,51,12,ISO-8859-1,None,None,1819,US,CA,2/11/2002 0:00,2/02/2017 0:00,linkedin.com,28,13,12,1872,0,0,28,19,1323,1872,28,0,Benigna
B0_2227,51,8,ISO-8859-1,nginx,None,162,US,Washington,13/01/2005 0:00,14/01/2016 0:00,maplevalleyreporter.com,4,2,3,396,0,0,4,3,184,396,4,0,Benigna
B0_2279,51,10,us-ascii,Microsoft-HTTPAPI/2.0,None,324,None,None,None,None,ufl.edu,5,3,2,498,0,0,5,4,244,498,5,0,Benigna
B0_267,51,11,us-ascii,Microsoft-HTTPAPI/2.0,None,324,None,None,22/02/2001 0:00,8/04/2017 0:00,cairp.ca,22,6,8,1651,0,0,24,17,1388,1787,24,2,Benigna
B0_347,51,10,utf-8,cloudflare-nginx,public; max-age=7200,NA,US,CO,28/09/1996 0:00,26/09/2016 0:00,songlyrics.com,39,3,8,3637,0,0,45,37,44294,4127,45,6,Benigna
B0_377,51,11,utf-8,nginx/1.4.6 (Ubuntu),max-age=0; private; must-revalidate,58090,US,CA,20/11/2007 0:00,13/05/2016 0:00,archdaily.com,2,0,1,132,0,0,2,2,124,132,2,0,Benigna
B0_435,51,10,UTF-8,nginx,None,NA,US,CA,12/12/2003 0:00,18/10/2016 0:00,yelp.com,35,22,11,4677,0,0,41,33,14310,5093,41,6,Benigna
B0_479,51,11,UTF-8,None,no-store; no-cache; must-revalidate; no-cache; private,NA,US,WA,1/06/2001 0:00,17/05/2016 0:00,enotes.com,28,16,12,3227,0,0,32,31,12120,3507,32,4,Benigna
B0_780,51,9,utf-8,None,None,15302,US,Arizona,4/05/2001 0:00,9/11/2016 0:00,collegeconfidential.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_787,51,11,iso-8859-1,Apache,None,239,US,UT,16/05/1995 0:00,21/10/2016 0:00,ancestry.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_814,51,9,ISO-8859-1,None,private; no-cache; no-store; must-revalidate,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,facebook.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_837,51,8,ISO-8859-1,Apache,None,57,US,VA,9/09/2002 0:00,29/08/2014 0:00,dailyscript.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_938,51,11,ISO-8859-1,Apache,None,557,US,Arizona,15/02/2000 0:00,10/01/2017 0:00,gogomag.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
M0_104,52,14,UTF-8,Apache,no-cache; must-revalidate; max-age=0,NA,CZ,PRAHA,7/10/2006 0:00,7/03/2017 0:00,pride-u-bike.com,41,0,1,2992,0,0,43,44,65646,3144,43,2,Maligna
M0_161,52,12,UTF-8,marrakesh 1.12.2,max-age=30; private; proxy-revalidate,13650,BR,None,None,None,sites.uol.com.br,16,1,5,1609,0,0,22,20,2655,2119,22,6,Maligna
M0_58,52,14,None,Apache/2.4.6 (CentOS),public,NA,CN,Bei Jing,1/03/2005 0:00,7/09/2016 0:00,heima8.com,14,1,8,1151,0,0,18,15,1211,1445,18,4,Maligna
B0_1007,52,9,ISO-8859-1,None,private; no-cache; no-store; must-revalidate,NA,US,CA,29/03/1997 0:00,29/11/2016 0:00,facebook.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1022,52,12,ISO-8859-1,nginx/1.10.3,no-cache,NA,US,VA,21/02/1992 0:00,22/08/2016 0:00,homes.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1076,52,10,utf-8,nginx/0.8.35,max-age=0; no-cache; no-store,17302,US,CA,15/10/2005 0:00,13/09/2016 0:00,yardbarker.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1080,52,10,UTF-8,Apache/2.2.15 (Red Hat),no-store; no-cache; must-revalidate; post-check=0; pre-check=0,5315,US,CA,1/06/1996 0:00,2/04/2017 0:00,roadsideamerica.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1115,52,10,ISO-8859-1,nginx,private; no-cache; no-store; must-revalidate,1516,US,Ohio,8/01/2004 0:00,3/01/2017 0:00,manta.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1166,52,11,UTF-8,mw2182.codfw.wmnet,private; s-maxage=0; max-age=0; must-revalidate,NA,US,CA,13/01/2001 0:12,12/12/2015 10:16,wikipedia.org,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1191,52,12,UTF-8,LiteSpeed,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,NA,PA,PANAMA,5/03/2005 0:00,14/12/2015 0:00,aceshowbiz.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1293,52,10,UTF-8,Apache,no-store; no-cache; must-revalidate; post-check=0; pre-check=0,NA,US,CA,14/04/1998 0:00,14/04/2017 0:00,gotickets.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1304,52,10,ISO-8859-1,squid/3.3.8,None,3529,US,CA,2/06/1994 0:00,6/01/2017 0:00,allmusic.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1307,52,12,UTF-8,None,max-age=300,NA,US,CA,9/01/1998 0:00,4/01/2017 0:00,go.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_181,52,11,UTF-8,Apache,private; must-revalidate; max-age=0,8105,CH,ZH,19/02/1997 0:00,15/12/2015 0:00,astro.com,13,0,3,1428,0,0,17,11,1504,1712,17,4,Benigna
B0_2014,52,10,ISO-8859-1,Apache/2.2.27 (CentOS),None,1235,US,NY,31/05/1995 0:00,18/11/2013 0:00,webport.com,4,3,2,432,0,0,4,6,376,432,4,0,Benigna
B0_2032,52,9,ISO-8859-1,Microsoft-IIS/7.5,None,11,US,WA,13/09/2000 0:00,29/08/2016 0:00,absoluteastronomy.com,6,3,3,564,0,0,6,7,442,564,6,0,Benigna
B0_2109,52,10,UTF-8,Apache-Coyote/1.1,no-cache,NA,US,NJ,2/03/1995 0:00,30/06/2016 0:00,century21.com,5,3,3,486,0,0,5,7,436,486,5,0,Benigna
B0_211,52,9,UTF-8,nginx/1.8.1,max-age=345600,9662,None,None,18/01/2008 0:00,5/01/2017 0:00,closinglogos.com,22,8,7,1628,0,0,26,25,14894,1944,26,4,Benigna
B0_2198,52,9,utf-8,Apache,private; s-maxage=0; max-age=0; must-revalidate,44313,CA,ON,9/12/2003 0:00,22/10/2016 0:00,wikia.com,4,4,1,420,0,0,4,5,414,420,4,0,Benigna
B0_2232,52,10,us-ascii,None,public; max-age=0,257,US,WA,22/03/1999 0:00,15/07/2016 0:00,healthgrades.com,4,3,2,420,0,0,4,7,424,420,4,0,Benigna
B0_2316,52,11,UTF-8,cloudflare-nginx,"""no-store; no-cache; must-revalidate; post-check=0; pre-check=0; no-cache=""""set-cookie""""""",NA,None,None,None,None,brr.com.au,3,3,1,366,0,0,3,4,244,366,3,0,Benigna
B0_261,52,11,UTF-8,Apache/2.4.7 (Ubuntu),max-age=13,NA,None,None,27/05/1998 0:00,25/04/2017 0:00,kfdm.com,60,4,5,4466,0,0,62,63,95122,4602,62,2,Benigna
B0_319,52,9,UTF-8,cloudflare-nginx,no-cache; must-revalidate; max-age=0,NA,CA,ON,17/09/1998 0:00,10/11/2016 0:00,labradorwest.com,10,2,6,1197,0,0,14,17,1374,1503,14,4,Benigna
B0_325,52,10,utf-8,Apache,max-age=60,17167,None,None,7/05/1998 0:00,16/09/2016 0:00,kusports.com,10,1,4,1257,0,0,14,15,1919,1555,14,4,Benigna
B0_401,52,10,UTF-8,Server,None,NA,US,NV,1/11/1994 0:00,30/04/2014 0:00,amazon.com,51,35,10,5314,0,0,57,62,51761,5742,57,6,Benigna
B0_420,52,8,utf-8,nginx/1.10.0,max-age=900,NA,None,None,5/11/2003 0:00,6/11/2016 0:00,usedregina.com,25,4,7,1682,0,0,29,30,25579,1986,29,4,Benigna
B0_634,52,11,UTF-8,nginx/1.12.0,None,NA,None,None,None,None,kat.ph,21,0,8,2221,0,0,25,26,3809,2513,25,4,Benigna
B0_670,52,11,None,Microsoft-IIS/8.5,None,0,US,NJ,23/10/1994 0:00,1/11/2016 0:00,nj.com,19,0,4,1538,0,0,23,8,1121,1852,23,4,Benigna
B0_696,52,11,ISO-8859-1,Nginx (OpenBSD),no-store; no-cache; must-revalidate; post-check=0; pre-check=0,14863,HK,-,24/05/2010 0:00,25/07/2016 0:00,waatp.com,16,2,3,1364,0,0,18,23,16978,1502,18,2,Benigna
B0_741,52,10,us-ascii,None,public; max-age=0,257,US,WA,22/03/1999 0:00,15/07/2016 0:00,healthgrades.com,29,25,1,4765,0,0,37,34,17280,5381,37,8,Benigna
B0_880,52,10,ISO-8859-1,Apache,max-age=0; no-cache,5443,CA,Quebec,14/10/2007 12:24,1/09/2016 14:20,greenwood-centre-hudson.org,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_89,52,9,utf-8,Zope/(2.13.16; python 2.6.8; linux2) ZServer/1.1,None,28239,None,None,None,None,washington.edu,51,1,10,4049,0,0,55,58,61312,4361,55,4,Benigna
B0_908,52,8,utf-8,nginx,None,NA,AU,QLD,25/11/2016 0:00,15/03/2017 0:00,hottestcelebrities2000.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_909,52,10,UTF-8,nginx,None,NA,CA,Manitoba,30/09/2002 0:00,24/09/2016 0:00,readyayeready.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_954,52,11,utf-8,ATS,private;no-cache;must-revalidate,NA,US,CA,18/01/1995 0:00,26/08/2015 0:00,yahoo.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_956,52,11,UTF-8,GSE,no-cache; no-store; max-age=0; must-revalidate,9801,US,CA,31/07/2000 0:00,29/06/2016 0:00,blogspot.com,0,0,0,0,0,0,0,0,0,0,0,0,Benigna
M0_80,53,12,ISO-8859-1,nginx/1.12.0,None,242,US,ALABAMA,9/02/2007 0:00,9/02/2017 0:00,purplehorses.net,8,0,1,1156,0,0,10,10,2638,1316,10,2,Maligna
